Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
memang harus memberikan menyantuni anak yatim piatu seharusnya tidak harus orang anak yatim piatu golongan muslim mau beragama kristen katolik hindu buddha dan lain lain harusnya tetap disantuni aturan agama allah,0,0,0,0,0,0,0,0,0,0,0,0
pengusaha cina reklamasi pulau tidak dibatalkan jokowi lengserkan,1,0,1,0,0,0,0,0,1,0,0,1
tidak bermata sipit beritanya biasa kalau keturunan pastikan tujuh musim disiarkan,0,0,0,0,0,0,0,0,0,0,0,0
betul semua pihak menentang cina kafir ahok kriminalisasi polisi semua rekayasa hukum,1,1,0,1,1,1,0,0,0,0,1,0
usir depak cina amerika komunisme sekulerisme liberalisme demokrasi ganti hukum allah rasulnya gus syams,1,0,0,1,0,1,0,0,0,0,0,1
congor dedemit,1,1,1,0,0,0,1,0,0,1,0,0
kemarin masuk kelas teman bisa sarangeul buset dah an semua edan seterkenal itukah lagu,0,1,0,0,0,0,0,0,0,0,0,0
beberapa praktisi spiritual merujuk kitab tersebut mengatakan hyang widhi sebutan tuhan maha esa agama hindu tidak sama gusti allah dikatakan sesembahan leluhur dulu tidak hanyalah sebangsa jin tinggal awang awang b,0,0,0,0,0,0,0,0,0,0,0,0
mana ulat ulat bangkai tidak mati api tidak padam orang digarami api,0,0,0,0,0,0,0,0,0,0,0,0
perbandingan fotonya jangan begini siiichhh pak nyerem in trauma pernah dikejar bencong,0,0,0,0,0,0,0,0,0,0,0,0
kamu kalau mau lebih dekat agama coba kamu berpikir bagaimana kamu menjadi sepe i tuhan iblis benar kata ulama arab benci yahudi doktrin kecil berentet kamu punya cicit cucu dan lain lain kutukan orang,0,0,0,0,0,0,0,0,0,0,0,0
bukan golongan cebong kaum kampret dirimu,1,1,1,0,0,0,0,0,1,1,0,0
kapan kah pengganti kata kafir k k syiah jil komunis,0,0,0,0,0,0,0,0,0,0,0,0
setuju habiisssss bu puan wakil presiden pak jokowi ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
asing baik banget huhu,0,0,0,0,0,0,0,0,0,0,0,0
federation of international football association siasat isu suara monyet aksi prancis rusia,0,0,0,0,0,0,0,0,0,0,0,0
bang bong bang bong lupa hampir tahun presidenmu kelompok cebong tahun nikmati kemajuan pembangunan cebong keturunan onta warga negara jasirah sana,1,1,1,0,0,0,0,0,1,1,0,0
pemerintah korea utara melegalkan ganja pemerintahannya diktator komunis legal in rakyat tidak memusingkan pemimpinnya,1,0,1,0,0,0,0,0,1,1,0,0
tidak pakai jilbab komunis knalpot pakai saringan pak orang nu seharusnya bisa mulutnya punya saringan,1,0,1,0,1,0,0,0,0,1,0,0
kemudian tidak hanya menyediakan atlet official tapi penonton super er negara asing jadi tamu tamu kata bambang jaka a senin ayo indonesia asian games kita,0,0,0,0,0,0,0,0,0,0,0,0
dasar ulama cebong,1,1,1,0,0,0,0,0,1,1,0,0
usir cina partai komunis indonesia negara kesatuan republik indonesia,1,0,0,1,0,1,0,0,0,0,0,1
nyata anies sandi terlibat saracen,1,0,0,1,0,0,0,0,1,0,1,0
awas provokasi jokowi disebut antek cina anti islam,1,0,1,0,0,1,0,0,0,1,0,0
salat berkiblat negeri kepunyaan orang arab bagaimana menyuruh dai bicara kebangsaan pak lukman,1,0,1,0,0,0,0,0,1,1,0,0
dipaksa layani kontol dosen,0,1,0,0,0,0,0,0,0,0,0,0
menemukan tulisan banking for non bank urusan bank indonesia urat nadi ekonomi masalah mengurut dada sedih kesal menahan marah tidak salahkan profesional perbankan,0,0,0,0,0,0,0,0,0,0,0,0
pengkhianatan undang undang dasar angket harus kesini lebih mengena lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
kalau umat islam tidak toleran umat kristiani buddha rindu cina sebagainya pasti usir,1,0,0,1,1,1,0,0,0,0,0,1
bani makan pisang kak han aku belum pernah lo lihat orang kepleset kulit pisang terus menaruh kulit pisang lantai terus jalan pura pura tidak lihat licin ternyata kak han terserah,0,0,0,0,0,0,0,0,0,0,0,0
cc miss ann masa punya pak ai kalah sama tidak pak ainya ajak pengikut mu ribuan,1,0,1,0,0,0,0,0,1,1,0,0
gubernur jabar mendampingi presiden republik indonesia bapak meninjau pelaksanaan pembangunan bandara bandara internasional jawa barat ajati majalengka selasa cc,0,0,0,0,0,0,0,0,0,0,0,0
pers harus mendorong penipuan islam dibuka indonesia bebas jerat islam siap menjelaskan,1,0,0,1,1,0,0,0,0,0,1,0
indonesia tetap ganti presiden kampanye ruhut ganti presiden,0,0,0,0,0,0,0,0,0,0,0,0
victor baru sekali berkoar kalian kebakaran jenggot kalau viktor berulang kali berkoar sana sini masjid jalanan spe i banci guru besar kalian apa viktor chat mesum pasti kalian rusuh sedunia munafik,1,1,0,1,0,0,0,1,0,0,1,0
beberapa kriteria pemimpin layak dilantik islam sidik jujur bukan pendusta tablig tidak menyembunyikan kebenaran amanah terpercaya tidak khianat fatanah cerdas tidak ber intelligence quotient rendah adil taat aturan punya ilmu,0,0,0,0,0,0,0,0,0,0,0,0
indonesia musibah buat umat islam berkah buat orang cina kristen,1,0,0,1,1,1,0,0,0,0,1,0
aku berlindung allah godaan setan terkutuk aku memohon allah tidak merasa paling islam sendiri mudah menyahlahkan orang,0,0,0,0,0,0,0,0,0,0,0,0
rilis survei elektabilitas calon wali kota calon wakil wali kota pilihan kepala daerah kota bogor rabu april pukul waktu indonesia bagian barat be empat hotel royal padjadjaran hall utama jalan padjadjaran no kota bogor rilischa a pilihan kepala daerah kota bogor,0,0,0,0,0,0,0,0,0,0,0,0
kamu munafik mengakui golput tapi panas dingin membela kuli cina kejang lihat orang kagum sama pemimpin karismatik bukan plonga plongo,1,1,1,0,0,1,0,0,0,1,0,0
parahnya tk asing asing juta mau nusantara kan pak,0,0,0,0,0,0,0,0,0,0,0,0
cinta orde baru pasti mengidolakan prabowo hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
alhamdulillah ongkos haji turun dampak buat bank syariat,0,0,0,0,0,0,0,0,0,0,0,0
haha macam babi ayat pandai tak berotak,0,1,0,0,0,0,0,0,0,0,0,0
kebesaran jiwa anies kebesaran ego ambisi lihat cara kampanyenya brutal sama sandi,1,0,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi kalah selayaknya bubarkan,1,0,0,1,0,0,0,0,1,0,0,1
cina warga negara indonesia dukung prabowo langsung auto arab,0,0,0,0,0,0,0,0,0,0,0,0
kebiadaban ahok cina kafir anak rakyat kecil pribumi ibu islam semua digusur rumahnya se a kehidupannya,1,1,1,0,1,1,0,0,0,1,0,0
siap mengabdi kepentingan asing,0,0,0,0,0,0,0,0,0,0,0,0
jokowi kalah demo jokowi kalah rizieq jokowi kalah front pembela islam lengserkan mending rusak sekalian negara bangsat,1,1,1,0,0,0,0,0,1,0,0,1
rujukannya orang merah dulu teman teman bareng sama partai komunis indonesia tidak kapok begonya kamu bong,1,1,1,0,0,0,0,0,1,1,0,0
amoroso katamsi pemeran presiden soeha o berpulang,0,0,0,0,0,0,0,0,0,0,0,0
bambang soesatyo usulan pilihan kepala daerah lewat dewan perwakilan rakyat daerah komisi pemberantasan korupsi,0,0,0,0,0,0,0,0,0,0,0,0
menonton gelar tikar selonjoran minum kopi mantap,0,0,0,0,0,0,0,0,0,0,0,0
seandainya prabowo presiden konflik rohingya jadi apa jadi tidak jelas semuanya ditipu prabowo,1,0,1,0,0,0,0,0,1,1,0,0
kena sanksi as produksi alumunium rusia terancam menurun,0,0,0,0,0,0,0,0,0,0,0,0
maju mencebur mundur menjengkang dialami mukidi,1,0,1,0,0,0,0,0,1,1,0,0
iya dulu diangkat ridwan kamil sedih banget aku lihat monyet lah tidak tega kandang buaya sepertinya ingat deh lumut terus kandangnya tidak jelas,0,0,0,0,0,0,0,0,0,0,0,0
katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
kejadian sangat menyedihkan beberapa warga tionghoa tahun menetap berbaur kampung padahal orang kp berusaha melindungi eh kejadian lari terbirit birit meninggal rumah suhu,0,0,0,0,0,0,0,0,0,0,0,0
wasuuu cangkem po silit kok angel dicekal ki,0,1,0,0,0,0,0,0,0,0,0,0
sepe i diketahui banyak banu yahudi pergi menetap jazirah terkhusus arab tengah sepe i banu najjar qurayza nadir etc,0,0,0,0,0,0,0,0,0,0,0,0
usul lebih bagus tanpa jadi segera lengserkan,1,0,1,0,0,0,0,0,1,0,0,1
mau mandi dulu bye mau menabung jamban,0,0,0,0,0,0,0,0,0,0,0,0
anak udik di belakang bisa minggir tidak,1,1,1,0,0,0,0,0,1,1,0,0
umat islam rasa kecewa marah rezim manusiawi ulama dikriminalisasi makin anti kapanpun sikap save ustaz alfian,1,0,0,1,1,0,0,0,0,0,1,0
apaan boro boro cacat,1,1,1,0,0,0,1,0,0,1,0,0
teruslah menuduh partai komunis indonesia jokowi anti islam rakyat tidak percaya kalau mau kampanye contohlah,1,0,1,0,0,0,0,0,1,1,0,0
malaysia butuh tenaga jongos indonesia indonesia tidak mampu memberi pekerjaan rakyatnya sekarang malah lapangan kerja rakyat diberikan rakyat cina otak kamu hoi pejabat asal bacot congor kamu,1,1,1,0,0,0,0,0,1,1,0,0
jilat kontol tegang baru memasukkan memek,0,1,0,0,0,0,0,0,0,0,0,0
se random paling ingin gereja padahal sama bukan kristen kalau rambut kamu mulai botak kamu mau botaki sekalian mau pakai obat penumbuh rambut cara kerja piston bagaimana kalau random,0,0,0,0,0,0,0,0,0,0,0,0
kamu bertanya marah apa kan jawab marah berengsek menghina agama jangan salahkan kalau hina balik termasuk jadi junjungannya di mana anonymous kan kamu,1,1,1,0,0,0,0,0,1,1,0,0
bejat benar bangsat menculik melakukan bukan manusia iblis kali hhhhh emosi anjir,1,1,1,0,0,0,0,0,1,1,0,0
tidak cuma picik tapi picek,1,1,1,0,0,0,1,0,0,1,0,0
pak presiden tampak magis,0,0,0,0,0,0,0,0,0,0,0,0
punya tetangga perawan tua lesbi nyinyir resek,0,1,0,0,0,0,0,0,0,0,0,0
alkohol bisa haram penyalahgunaan gunanya bagaimana agama,0,0,0,0,0,0,0,0,0,0,0,0
aduh sama lah kalau mau akuisisi bawa teman orang asing bera i bukan milik pemerintah semua dong,0,0,0,0,0,0,0,0,0,0,0,0
menuduh tidak konsisten satu hari menuduh gus liberal hari komunis,0,0,0,0,0,0,0,0,0,0,0,0
goblok kamu asli,1,1,1,0,0,0,0,0,1,1,0,0
beliau salah seorang ulama tokoh sangat karismatik populer kalimantan harakah islamiyah hardcase ayo mengaji,0,0,0,0,0,0,0,0,0,0,0,0
eh cina setan menumpang makan indonesia seenak,1,1,0,1,0,1,0,0,0,0,1,0
namanya bani onta peminum ekstrak tinja al urine onta haha,1,1,1,0,0,0,0,0,1,1,0,0
asyikm,0,0,0,0,0,0,0,0,0,0,0,0
benda bodoh apa aku baca bukan korang golongan bijak pandai bingai sangat kalau beribu,0,1,0,0,0,0,0,0,0,0,0,0
jadi pengikut susilo bambang yudhoyono asli tidak enak banget prestasi rezim sekarang susilo bambang yudhoyono diejek tahun apa kekurangan susilo bambang yudhoyono jadi sasaran sisaan rezimnya makanya jadi pejabat punya prestasi tidak diejek mulu,1,0,0,1,0,0,0,0,1,0,1,0
aku lewih sayang seri tempo memanah jalema tolol nu gan bisa berbicara sange tak tertahan tanpa pikir tah memanah,1,1,1,0,0,0,0,0,1,1,0,0
cebong tidak kan nge i beginian cuma aksesoris kepala ganti presiden,1,1,0,1,0,0,0,0,1,0,1,0
copy paste harus nusantarakan bukan islam pak tapi freefo newmont indosat aset negara ditangan asing,0,0,0,0,0,0,0,0,0,0,0,0
ahok bebas ulama beri komando revolusi lengserkan jokowi berita islam jokowi memerintahkan kepala kepolisian republik indonesia,1,0,1,0,0,0,0,0,1,1,0,0
oh iya maaf setan,1,1,1,0,0,0,0,0,1,1,0,0
sejak tahun an majlis fatwa kebangsaan menetapkan umat islam haram terbabit program zionis termasuklah kelab rotary lion dan sebagainya,0,0,0,0,0,0,0,0,0,0,0,0
dasar fan kampang,1,1,0,1,0,0,0,0,1,0,1,0
yakin ilmu agama jauh lebih banyak ilmumu sangat jelas mudahnya kamu mengatakan kafir seseorang tapi diam kitab su,0,0,0,0,0,0,0,0,0,0,0,0
duanya culun,0,1,0,0,0,0,0,0,0,0,0,0
pak ai kunyuk,1,1,0,1,0,0,0,0,1,0,1,0
biksu cabul melanggar ajaran buddha muslim jadi teroris sesuai ajaran islam,1,1,0,1,1,0,0,0,0,0,1,0
kebijakan pengembalian bebas kerumitan garansi tanpa merumitkan konsumen pengembalian barang cacat rusak produksi konsumen hari tanggal pembelian hazid haus mini quiz jawab yuk,0,0,0,0,0,0,0,0,0,0,0,0
memang apa mbak kismis miskin aku malah nek menyebut tai tikus ikut kismis,0,0,0,0,0,0,0,0,0,0,0,0
kacrut orang,1,1,1,0,0,0,0,0,1,1,0,0
mata belo banget coy padahal sipit ya allah diriku teringat waktu basah an pas mos tampang beda banget banyak dosa hari wkwk,0,0,0,0,0,0,0,0,0,0,0,0
keren lagu bang,0,0,0,0,0,0,0,0,0,0,0,0
jisung tidak bisa akting sok keren terlalu lugas kelihatan udik kelihatan banget pemula kelihatan banget tidak pernah l,1,1,1,0,0,0,0,0,1,1,0,0
nah salah satu pengejawantahan agama candu kurang komunis apa coba,0,0,0,0,0,0,0,0,0,0,0,0
tidak ada salah ucap usir kedutaan besar myanmar cabut nobel suu kyi apa bedanya ucap turunkan jokowi bubarkan dewan perwakilan rakyat demo,1,0,1,0,0,0,0,0,1,1,0,0
duit haram hasil gratifikasi sogokan cukong asing reklamasi ganti presiden,1,0,0,1,0,0,0,0,1,0,1,0
kata buat kamu bajingan,1,1,1,0,0,0,0,0,1,1,0,0
memang jadi sampah hina banget sampahnya orang surat pemberitahuan tahunan km,1,1,1,0,0,0,0,0,1,1,0,0
ekonomi semakin meroket kan,0,0,0,0,0,0,0,0,0,0,0,0
kecebong bajingan,1,1,0,1,0,0,0,0,1,0,1,0
orang indonesia dongok kelihatan banget dijalanan tidak mau kasih jalan buat pemadam kebakaran manfaatkan ambil jalur di belakang pemadam asli goblok semua,1,1,0,1,0,1,0,0,0,0,1,0
ayo blok komunis tim raya rusia,0,0,0,0,0,0,0,0,0,0,0,0
kalian sayang enakan jilat memek memek mulus apa memek lebat bulunya sensasi,0,1,0,0,0,0,0,0,0,0,0,0
gede bacot gede cocot memang kamu turut andil dasar mulutnya bedebah kacung gerombolan jomlo akut sakit jiwa,1,1,1,0,0,0,1,0,0,1,0,0
harus sadar ayah prabowo tokoh pemerintahan revolusioner republik indonesia perjuangan rakyat semesta ayah hilmi partai keadilan sejahtera tokoh tii,1,0,1,0,0,0,0,0,1,1,0,0
terkurung hati yyynng bisu sendiri tak terpikir tertantang langkah panjang selalu buntu tak jalan keluar jenuh,0,0,0,0,0,0,0,0,0,0,0,0
bangsat tersedak kentang wkwk tolol lendir memek anjing,1,1,1,0,0,0,0,1,0,1,0,0
kedua lihat bagus jambanisasi tadi membuat jamban jamban keluarga kurang lebih juta per jamban tadi baru dikerjakan kakak jamban membangun sebuah sanitasi baik keluarga kesehatan lingkungan kakak,0,0,0,0,0,0,0,0,0,0,0,0
komunis kamu bangsat keluar kalian segera kapan mana,1,1,0,1,0,1,0,0,0,0,1,0
ayo nu lanjutkan bila perlu lengserkan jokowi bantu doa,1,0,1,0,0,0,0,0,1,0,0,1
kalah suara terus menyalahkan katanya jaman jokowi oke kok dibilang mundur haha kampret,1,1,1,0,0,0,0,0,1,1,0,0
sama sama sipit memaki sipit,0,0,0,0,0,0,0,0,0,0,0,0
harus mau mencucikan piring orang walaupun jijik makannya tidak bersih bagaimana aturannya sebenarnya bisa melanggar kok tetap lakukan,0,0,0,0,0,0,0,0,0,0,0,0
makanya pusing cari hilang mending urus surat dkp tentara nasional indonesia kamu prabowo haha,1,0,1,0,0,0,0,0,1,1,0,0
zaman sekarang orang paling aman orang buta huruf budek orang kampungan sing tidak keruh apa apa,0,0,0,0,0,0,0,0,0,0,0,0
belum baca akhir akhir malas gerak anjing mending pesan suara wkwk,0,1,0,0,0,0,0,0,0,0,0,0
bukan caplok tapi indonesia beli saham seharga rupiah diperlukan klarifikasi pelajaran berharga kedepan jangan pernah mudah kasih izin tambang asing,0,0,0,0,0,0,0,0,0,0,0,0
aduh sipit malah main raket sama jin oppa,0,0,0,0,0,0,0,0,0,0,0,0
ingin bunuh diri tapi tidak mau sakit ledakan bom nuklir tapi mahal,0,0,0,0,0,0,0,0,0,0,0,0
perhatian suatu kelompok sedang menggarap film komedi berbagai trik meraih perhatian banyak penonton menggunakan cara tidak peka film tersebut justru tidak lucu sama sekali dimata semua orang bom takjil,0,0,0,0,0,0,0,0,0,0,0,0
bukan gara aku belum,0,1,0,0,0,0,0,0,0,0,0,0
tenang jangan panik se a khawatir jok menyiapkan ribuan lapangan kerja kok tenaga kerja asing republik rakyat cina selamat ber antre ria,1,0,1,0,0,1,0,0,0,1,0,0
prabowo subianto gagal maju prabowo gagal move on,1,0,1,0,0,0,0,0,1,1,0,0
keduanya enggak sok an ingin jadi imam kan,0,0,0,0,0,0,0,0,0,0,0,0
masak kalah sama monyet monyet bisa cari duit berita terhangat,0,0,0,0,0,0,0,0,0,0,0,0
mbok demo bubarkan dewan perwakilan rakyat pasti sing ikut luwih banyak,1,0,0,1,0,0,0,0,1,0,1,0
inilah orang suka memaki jokowi partai komunis indonesia antek cina asing asing haha,1,0,1,0,0,0,0,0,1,1,0,0
padahal dipakai triliun buat mencicil hutang rejim sebelumnya,0,0,0,0,0,0,0,0,0,0,0,0
pantas kaum kalian selalu rusuh selalu suka berbicara kotor mudah dbodohi pejabat kotor cara menilai seseorang ternyata cuma dilihat gelarnya,1,1,0,1,0,0,0,0,1,0,1,0
memang iya makanya corgidan semua berharap jadi disc jockey mc kalau realita show duduk malas jangan junior jalan kalau dapat drama kalem pokoknya tidak susah soalnya aron kan,0,0,0,0,0,0,0,0,0,0,0,0
mantap memek jadi crot ooohhhhh lemas,0,1,0,0,0,0,0,0,0,0,0,0
memek tidak kelihatan,0,1,0,0,0,0,0,0,0,0,0,0
apa a i pe anyaanmu jelaskan tunggu menit tidak jawaban berarti benar kamu bencong gembel warung internet haha,1,1,1,0,0,0,0,1,0,1,0,0
begini lucas punya racun mau benar benaran cakap racun sarap maaf keracunan sarap,0,1,0,0,0,0,0,0,0,0,0,0
mengiler ri prabowo maksudnya haha,1,0,1,0,0,0,0,0,1,1,0,0
terserah sok berkelas najis,1,1,1,0,0,0,0,0,1,1,0,0
pengacara setya novanto mengotot pemanggilan kliennya harus atas izin presiden,0,0,0,0,0,0,0,0,0,0,0,0
terjadi kekacauan hukum politik sosial tanggung jawab presiden jokowi membiarkan lengserkan jokowi ayo penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
ngeles mulu bukanya kamu cebong kafir haha otak tidak salah menangkap kalimat kata in islam kebanyakan ngeles cebong kafir intoleran sara munafik pemakan tai ahok peminum rendaman kolor oplos kencing onta haha,1,1,1,0,1,0,0,0,0,1,0,0
kacau kunti,0,0,0,0,0,0,0,0,0,0,0,0
halo undangan benar boleh kegiatan begini mengundang hanya satu pasangan calon pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
bukan akun ketua umum andre kamu cebong penyusup homo kampret,1,1,1,0,0,0,0,1,0,1,0,0
sipit kata tepat intinya mata tidak pakai kacamata,0,0,0,0,0,0,0,0,0,0,0,0
idih bertanya kok terakhir memangnya mau modar,0,1,0,0,0,0,0,0,0,0,0,0
fenomena nation branding korea selatan melalui citra girl band budaya konsumerisme abg menengah mikro kecil ke bawah alias ayolah,0,0,0,0,0,0,0,0,0,0,0,0
susilo bambang yudhoyono grand master politik tidak sanggup samakan beliau jokowi tidak apa apanya tidak pantas jadi presiden,1,0,1,0,0,0,0,0,1,1,0,0
congor kamu layak neraka,1,1,1,0,0,0,0,0,1,1,0,0
tahun komunis menyebut ulama pendakwah sebutan agen agama arab bahkan dulu lebih keras fase menyamakan semua agama sama kemudian menyebut mabuk agama lantas kekecewaan muncul akhirnya menganggap agama tak perlu,0,0,0,0,0,0,0,0,0,0,0,0
bukan getah ampas,0,0,0,0,0,0,0,0,0,0,0,0
ciputra life bersama motif menawarkan produk asuransi xtra proteksi diri kamu manfaat pembayaran sisa total angsuran kredit apabila te anggung mengalami kecelakaan menyebabkan cacat tetap total kendaraan kamu tetap menjadi mil,0,0,0,0,0,0,0,0,0,0,0,0
a inya harus melalui ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
orang orang menawar rumah yahudi jual tempat tinggalmu berkata jual rumahku harga ribu dinar seribu dinar harga rumahku seribu aku be etangga ibn,0,0,0,0,0,0,0,0,0,0,0,0
dukungan kepolisian republik indonesia melawan berita hoaks isu sara ujaran kebencian se a mendukung kepolisian republik indonesia menyukseskan pilihan kepala daerah serentak aman damai,0,0,0,0,0,0,0,0,0,0,0,0
wahai hakim lucu makanan bergizi sisa lokal stand up day kemarin,0,0,0,0,0,0,0,0,0,0,0,0
rezim menggilakan aneh konyol kemarin acara rembuk aktivis semua tontonan lawak semakin tertawa kedua acara dihadiri presiden,1,0,0,1,0,0,0,0,1,0,1,0
benci muslim biasanya antek komunis puluhan tahun bantai muslim,1,0,0,1,1,1,0,0,0,0,1,0
sudahlah kalau sampean mau cari cari kesalahan kelemahan komisi pemberantasan korupsi ujung ujungnya komisi pemberantasan korupsi bisa bubarkan,1,0,0,1,0,0,0,0,1,0,1,0
tapi jadi kangen kristen robe dulu,0,0,0,0,0,0,0,0,0,0,0,0
jaman dulu mas jaman sekarang seklh kristen teori evolusi tetap diizinkan diajarkan tanpa meninggalkan ajaran creationis,0,0,0,0,0,0,0,0,0,0,0,0
kader membakar sekolah,1,0,1,0,0,0,0,0,1,1,0,0
polisi selidiki kasus presiden partai keadilan sejahtera punya kemungkinan tak unsur pidana,0,0,0,0,0,0,0,0,0,0,0,0
tindakan ekonomi usaha manusia dilandasi pilihan paling baik paling menguntungkan,0,0,0,0,0,0,0,0,0,0,0,0
apes banyak bacot,1,1,1,0,0,0,0,0,1,1,0,0
gubernur be emu menteri negeri kerajaan maroko noureddine boutayeb rabat april pe emuan bilateral tersebut membahas banyak saling berbagi perkembangan ekonomi politik selama tahun terakhir,0,0,0,0,0,0,0,0,0,0,0,0
stmenfess to sayang kamu kapan ngewe,0,1,0,0,0,0,0,0,0,0,0,0
cowok kalau ngentot kok ganteng banget haha,0,1,0,0,0,0,0,0,0,0,0,0
adatnya jelek bisa menjelekkan diri sendiri meloloskan maksud bom bunuh diri rupanya kacrut lah,1,1,1,0,0,0,0,0,1,1,0,0
masuk kelab malam etika pemakaian masuk masjid terang paparkan etika pemakaian kamu langgar pergi iran boleh kelambu diri kamu kamu memahami adab budaya sana apa beda beradab sini sana menampak sangat kamu sakit k,0,0,0,0,0,0,0,0,0,0,0,0
pernah mendengar kisah presiden soekarno masjid ditutup pemerintah uni soviet simak informasi berikut nahdlatul ulama islam nusantara islam nu aswaja soekarno indonesia nikita uni soviet,0,0,0,0,0,0,0,0,0,0,0,0
entah semenjak libur jadi suka bangun jam pagi tapi untung tayangan ulang roman picisan walaupun diulang tapi bawa perasaannya tetap dapat ditambah pemerannya kakak bani makin bawa perasaan,0,0,0,0,0,0,0,0,0,0,0,0
partai komunis indonesia kan gaya partai komunis indonesia kalau jambret pasti pukul mati kota padang jambret mati pukul partai komunis indonesia tolol memfitnah kok jambret tak pukul mati minimal rumah sakit menjadi,1,1,1,0,0,1,0,0,0,1,0,0
semua sektor kacau fakta pembunuh dibela mulai tidak waras orang orang negeri lengserkan jokowi segerasi majelis permusyawaratan rakyat,1,0,1,0,0,0,0,0,1,0,0,1
makanya otaknya ditingkatkan dong ena invisible bisa lihat mau jadi mas kunti bisa terbang,0,0,0,0,0,0,0,0,0,0,0,0
malam nete,0,1,0,0,0,0,0,0,0,0,0,0
nyinyir terus dasar grup onta,1,1,0,1,0,0,0,0,1,0,1,0
gadis matanya sempat terhenti seorang pemuda bermata sipit sedang tersenyum manis matanya hilang gadis membuat ai sedikit gugup lalu memalingkan tatapan wajahnya,0,0,0,0,0,0,0,0,0,0,0,0
babi kamulah maju kamu sini anjinggg,1,1,1,0,0,0,0,0,1,1,0,0
rukun warga lurah camat bupati gubernur sekalian,0,0,0,0,0,0,0,0,0,0,0,0
apapun hasilnya harus terus kedepankan semangat persatuan kesatuan kebangkitan indonesia penting ganti presiden kalau bisa gantisistem tidak boleh terjadi demokrasi barbar sepe i sekarang,1,0,0,1,0,0,0,0,1,0,1,0
om makar om ya tidak makar jelas megawati membiarkan cina cina korup bantuan likuiditas bank indonesia berada partai demokrasi indonesia perjuangan lengserkan jokowi,1,0,0,1,0,1,0,0,0,0,0,1
katolik berdoa pakai rosario sucikan diri masuk katedral terus puasa paskah kan,0,0,0,0,0,0,0,0,0,0,0,0
pendatang po ugis mendirikan sekolah be ujuan memberikan pendidikan baca tulis hitung sekaligus mempermudah penyebaran agama katolik,0,0,0,0,0,0,0,0,0,0,0,0
tim seniman pimpin mencoba membuat konsep jaket dapat mewakili ragam budaya indonesia bagian depan menggambarkan peta indonesia menggunakan nuansa merah putih bermaknakan negara indonesia memilih,0,0,0,0,0,0,0,0,0,0,0,0
jangan te ipu kepolosan rezim anti islam politic id,1,0,1,0,1,0,0,0,0,1,0,0
kalian semua kesepian kamu belajar betapa hangat memiliki teman teman fairy tai,0,0,0,0,0,0,0,0,0,0,0,0
tak perlulah bermusuh orang kafir tidak ganggu agama kan baik rapat orang kafir tunjuk perangai baik berdakwah islam,0,0,0,0,0,0,0,0,0,0,0,0
bahan bakar minyak naik harga sapa mau lewat jalan tol sapa mau naik pesawat jadinya sepi jalan tol bandara tidak bisa balik modal akhirnya dijual beli asing asing,0,0,0,0,0,0,0,0,0,0,0,0
baru menonton tros pak shihab orang takut sama bong tai gyu gara peran pas jadi psikopat,0,0,0,0,0,0,0,0,0,0,0,0
jejak bekas tapak kaki bekas langkah bekas menunjukkan adanya perbuatan sebagainya dilakukan jejal berjejal penuh sesak penuh hingga berasak asak,0,0,0,0,0,0,0,0,0,0,0,0
persis diajarkan beberapa waktu terakhir perlakukanlah perempuan terhormat muliakanlah melebihi kemuliaan dirimu assikalaibineng kitab kamasutranya orang bugis,0,0,0,0,0,0,0,0,0,0,0,0
dulu rejim buku kata ibu bapak almarhum rupiah menjadi rupiah makan nasi jagung,0,0,0,0,0,0,0,0,0,0,0,0
tri kampang banget,1,1,1,0,0,0,0,0,1,1,0,0
bacot homo aneh bangsat goblok peang bajingan sengklek agak sayang ah mhh,1,1,1,0,0,0,0,0,1,1,0,0
presiden menggelar rapat kabinet terbatas agenda membahas percepatan pelaksanaan berusaha rakyatb rsamajkw,0,0,0,0,0,0,0,0,0,0,0,0
oi berengsek kamu,1,1,1,0,0,0,0,0,1,1,0,0
detik menjelang mendalang semalam suntuk halaman kementerian dalam negeri april lalu semalam,0,0,0,0,0,0,0,0,0,0,0,0
dugaan pelanggaran aparatur sipil negara pilihan kepala daerah sulawesi tenggara,0,0,0,0,0,0,0,0,0,0,0,0
kebijakan pengembalian barang cacat rusak konsumen waktu hari tanpa kerumitan haus mini quiz hausid,0,0,0,0,0,0,0,0,0,0,0,0
gara membela terdakwa penista agama jadi remuk semua sukurin,1,0,1,0,0,0,0,0,1,1,0,0
betul karakteristik hindu islam beda pasti tidak bisa menilai ajaran islam sudut pandang hindu sebaliknya jelas be anya enggak hindu nusantara banget bahkan bisa dikeci,0,0,0,0,0,0,0,0,0,0,0,0
